"","id","name","birthdate","height","weight","season","rating","minutes","total_shots","target_shots","player_goals","total_passes","key_passes","accuracy_passes","tackles","total_duels","won_duels","total_dribbles","won_dribbles","fouls_drawn","fouls_comitted","yellow","red","yellowred"
"4371",2805,"M. Lang","1991-02-08","185 cm","79 kg","2018",6.4140625,1919,12,3,2,655,5,254,10,98,45,10,2,8,15,1,1,0
"4372",48389,"N. Okafor","2000-05-24","185 cm","85 kg","2022",6.8073808,2393,37,21,11,421,45,50,13,214,73,78,35,20,27,3,0,0
"4373",2806,"F. Schär","1991-12-20","186 cm","84 kg","2020",6.84530783333333,2568,27,11,2,1376,8,210,21,183,84,19,12,25,37,9,1,1
"4374",25282,"G. Kobel","1997-12-06","195 cm","88 kg","2024",NA,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4375",946,"K. Mbabu","1995-04-19","184 cm","83 kg","2024",6.2,31,0,0,0,4,0,3,0,3,0,1,0,0,0,0,0,0
"4376",30405,"E. Fernandes","1996-04-15","190 cm","77 kg","2024",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4377",7313,"P. Köhn","1998-04-02","190 cm","80 kg","2022",7.09375,3866,0,0,0,1022,0,46,1,18,18,0,0,7,0,4,0,0
"4378",2810,"D. Zakaria","1996-11-20","189 cm","81 kg","2022",6.76339275,1171,3,2,1,362,4,121,19,82,37,12,5,12,11,1,0,0
"4379",2802,"Y. Sommer","1988-12-17","183 cm","79 kg","2020",7.116113,5833,0,0,0,2224,0,211,1,9,7,1,1,2,1,1,1,0
"4380",2802,"Y. Sommer","1988-12-17","183 cm","79 kg","2014",NA,4574,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4381",48378,"S. Widmer","1993-03-05","183 cm","79 kg","2020",6.826476,3398,9,6,3,1076,13,154,35,176,94,22,8,18,22,8,0,0
"4382",945,"J. Lotomba","1998-09-29","177 cm","71 kg","2020",6.601839,2626,5,2,1,1323,14,97,41,270,139,68,40,37,29,7,0,1
"4383",939,"D. von Ballmoos","1994-12-30","192 cm","90 kg","2022",7.1891665,1894,0,0,0,556,1,43,0,3,3,0,0,1,0,0,0,0
"4384",2809,"R. Steffen","1991-11-03","170 cm","72 kg","2020",7.0838092,2788,36,17,6,938,38,159,40,246,114,41,26,32,50,7,0,0
"4385",1,"R. Bürki","1990-11-14","187 cm","85 kg","2018",7.00669633333333,4170,0,0,0,760,0,217,0,19,17,0,0,9,0,1,0,0
"4386",48389,"N. Okafor","2000-05-24","185 cm","85 kg","2018",NA,1907,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0
"4387",48574,"C. Zesiger","1998-06-24","194 cm","92 kg","2023",6.85359433333333,1825,10,2,0,1284,2,153,20,140,76,3,2,12,30,6,0,0
"4388",48372,"E. Cömert","1998-02-04","183 cm","80 kg","2020",6.7461535,2974,6,2,1,725,3,149,26,87,51,2,2,9,10,4,1,0
"4389",48612,"K. Imeri","2000-06-27","178 cm","77 kg","2022",6.78611066666667,1546,50,24,6,1147,60,38,40,306,149,54,22,61,40,0,0,0
"4390",48471,"R. Vargas","1998-08-05","179 cm","68 kg","2020",6.80808416666667,2704,50,23,9,868,44,122,29,330,153,110,60,50,35,2,1,0
"4391",2802,"Y. Sommer","1988-12-17","183 cm","79 kg","2020",7.116113,5833,0,0,0,2224,0,211,1,9,7,1,1,2,1,1,1,0
"4392",2806,"F. Schär","1991-12-20","186 cm","84 kg","2018",7.0741664,4478,41,12,5,1379,19,363,68,415,233,33,23,37,42,20,0,0
"4393",1631,"R. Rodríguez","1992-08-25","180 cm","78 kg","2020",7.0551362,3523,38,17,1,1872,41,228,65,213,126,21,15,21,29,4,0,0
"4394",2806,"F. Schär","1991-12-20","186 cm","84 kg","2021",6.884,2477,16,8,2,986,10,27,16,160,78,10,6,11,24,4,0,0
"4395",30405,"E. Fernandes","1996-04-15","190 cm","77 kg","2020",6.6538094,1409,19,7,0,520,18,137,16,73,32,15,9,6,10,1,0,0
"4396",48649,"A. Zeqiri","1999-06-22","185 cm","81 kg","2024",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4397",957,"D. Sow","1997-02-06","183 cm","76 kg","2022",6.7821128,4690,24,10,4,2399,34,171,69,349,190,25,15,79,60,12,0,0
"4398",1142,"Y. Mvogo","1994-06-06","188 cm","88 kg","2018",6.5666665,1214,0,0,0,114,0,131,1,2,2,0,0,0,0,0,0,0
"4399",2808,"A. Mehmedi","1991-03-16","183 cm","78 kg","2014",NA,2589,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0
"4400",30478,"B. Džemaili","1986-04-12","180 cm","80 kg","2014",NA,908,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0
"4401",954,"S. Lauper","1996-10-25","186 cm","73 kg","2020",6.728125,1472,4,4,4,671,9,48,26,132,61,15,7,13,13,2,0,0
"4402",2807,"R. Freuler","1992-04-15","181 cm","80 kg","2020",6.87767285714286,5345,31,14,6,3668,63,342,124,568,286,79,55,61,78,10,2,0
"4403",123469,"Z. Amdouni","2000-12-04","185 cm","79 kg","2023",6.7921378,3337,70,38,19,668,24,57,35,365,138,106,41,40,27,5,0,0
"4404",999,"B. Omeragić","2002-01-20","187 cm","74 kg","2021",6.884615,2489,10,6,0,1022,15,34,40,185,104,14,10,20,18,4,0,0
"4405",2811,"S. Zuber","1991-08-17","182 cm","79 kg","2018",6.823148,3239,57,15,11,707,38,437,23,208,84,34,15,16,22,6,0,0
"4406",2812,"A. Ajeti","1997-02-26","183 cm","78 kg","2018",NA,3423,0,0,22,0,0,0,0,0,0,0,0,0,0,9,0,0
"4407",48497,"C. Itten","1996-12-27","190 cm","84 kg","2022",7.0989285,2251,68,42,23,402,32,19,8,271,104,36,17,27,49,4,1,0
"4408",22140,"F. Moubandje","1990-06-21","180 cm","78 kg","2018",6.9113635,2501,9,4,0,745,17,155,22,217,120,34,18,19,23,3,0,0
"4409",30405,"E. Fernandes","1996-04-15","190 cm","77 kg","2024",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4410",1,"R. Bürki","1990-11-14","187 cm","85 kg","2017",6.8306815,4458,0,0,0,1086,1,281,0,27,20,2,2,5,2,5,0,0
"4411",943,"U. Garcia","1996-01-11","183 cm","82 kg","2017",6.66666666666667,664,1,0,0,46,0,243,0,30,12,8,3,1,5,0,0,0
"4412",2811,"S. Zuber","1991-08-17","182 cm","79 kg","2017",6.845,1979,21,6,1,790,17,336,3,204,103,35,13,23,20,2,0,0
"4413",48722,"D. Schmid","1998-03-10","183 cm","74 kg","2023",7.10888866666667,2910,25,8,2,2261,97,82,122,449,277,39,26,67,49,6,0,0
"4414",421,"B. Embolo","1997-02-14","187 cm","88 kg","2021",7.4,2351,41,25,11,570,35,28,16,389,173,82,45,74,40,4,0,0
"4415",421,"B. Embolo","1997-02-14","187 cm","88 kg","2018",6.8093858,2645,50,25,8,274,29,257,22,416,176,86,39,59,47,7,0,0
"4416",2802,"Y. Sommer","1988-12-17","183 cm","79 kg","2016",6.9311762,5910,0,0,0,1276,1,280,0,28,22,1,1,6,1,1,0,0
"4417",2802,"Y. Sommer","1988-12-17","183 cm","79 kg","2024",6.7,37,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0
"4418",163032,"F. Rieder","2002-02-16","179 cm","74 kg","2022",7.021111,3496,43,20,9,1325,68,66,73,352,164,57,31,45,54,12,0,0
"4419",24870,"L. Lacroix","1992-02-27","195 cm","85 kg","2018",6.6466665,1351,13,3,1,709,5,164,14,146,95,7,6,2,20,3,0,0
"4420",1816,"G. Fernandes","1986-09-02","179 cm","70 kg","2018",6.7129625,3262,3,3,1,910,5,160,65,338,147,11,6,6,69,15,0,1
"4421",1444,"S. Lichtsteiner","1984-01-16","182 cm","76 kg","2018",6.955714,3348,14,3,4,998,17,400,24,263,146,23,12,42,26,8,0,0
"4422",421,"B. Embolo","1997-02-14","187 cm","88 kg","2022",6.8025,3138,57,36,19,666,41,44,24,486,209,101,45,89,66,5,0,0
"4423",104780,"P. Senderos","1985-02-14","190 cm","84 kg","2014",NA,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"4424",946,"K. Mbabu","1995-04-19","184 cm","83 kg","2021",6.88236666666667,1933,4,0,0,798,25,54,39,304,155,103,46,28,32,7,0,0
"4425",307,"X. Shaqiri","1991-10-10","169 cm","72 kg","2010-2011",NA,3485,0,0,10,0,0,0,0,0,0,0,0,0,0,8,1,0
"4426",582,"H. Seferović","1992-02-22","186 cm","85 kg","2020",6.829297,4197,105,46,31,835,31,76,7,383,165,44,18,43,55,2,0,0
"4427",2810,"D. Zakaria","1996-11-20","189 cm","81 kg","2022",6.76339275,1171,3,2,1,362,4,121,19,82,37,12,5,12,11,1,0,0
"4428",952,"C. Fassnacht","1993-11-11","185 cm","77 kg","2021",7.0656855,2135,54,23,14,603,26,36,37,244,108,41,18,8,25,4,0,0
"4429",24870,"L. Lacroix","1992-02-27","195 cm","85 kg","2018",6.6466665,1351,13,3,1,709,5,164,14,146,95,7,6,2,20,3,0,0
"4430",2802,"Y. Sommer","1988-12-17","183 cm","79 kg","2018",6.33765725,5250,0,0,0,1371,1,250,2,24,20,3,3,3,1,1,0,0
"4431",421,"B. Embolo","1997-02-14","187 cm","88 kg","2018",6.8093858,2645,50,25,8,274,29,257,22,416,176,86,39,59,47,7,0,0
"4432",48497,"C. Itten","1996-12-27","190 cm","84 kg","2022",7.0989285,2251,68,42,23,402,32,19,8,271,104,36,17,27,49,4,1,0
"4433",457,"E. Derdiyok","1988-06-12","192 cm","93 kg","2008",NA,2462,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0
"4434",22140,"F. Moubandje","1990-06-21","180 cm","78 kg","2020",6.814285,3386,18,8,3,1505,22,36,37,295,140,44,22,22,45,5,0,0
"4435",2811,"S. Zuber","1991-08-17","182 cm","79 kg","2022",6.863043,1869,45,18,8,402,21,21,13,117,50,25,9,19,21,3,0,0
"4436",18770,"E. Jakupović","1984-10-02","191 cm","85 kg","2008",NA,3176,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"4437",939,"D. von Ballmoos","1994-12-30","192 cm","90 kg","2018",6.266666,3666,0,0,0,94,0,54,0,3,3,0,0,1,0,0,0,0
"4438",113815,"S. Grichting","1979-03-30","186 cm","84 kg","2010",NA,4354,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0
"4439",2801,"J. Omlin","1994-01-10","190 cm","80 kg","2022",7.69968233333333,2639,0,0,0,1054,2,85,2,19,15,2,1,6,1,3,1,0
"4440",2801,"J. Omlin","1994-01-10","190 cm","80 kg","2021",7.172413,2769,0,0,0,891,0,22,2,18,15,1,1,2,1,0,1,0
"4441",24870,"L. Lacroix","1992-02-27","195 cm","85 kg","2018",6.6466665,1351,13,3,1,709,5,164,14,146,95,7,6,2,20,3,0,0
"4442",264705,"A. Jashari","2002-07-30","181 cm","81 kg","2022",7.00606,3256,25,6,1,1420,24,40,49,232,135,40,30,38,30,6,0,1
"4443",2807,"R. Freuler","1992-04-15","181 cm","80 kg","2024",7.3,134,1,1,0,44,0,41,1,5,2,1,1,0,0,0,0,0
"4444",48481,"L. Stergiou","2002-03-03","181 cm","75 kg","2022",6.6984845,2958,5,1,0,1269,9,35,58,178,98,7,2,5,20,4,0,0
"4445",2802,"Y. Sommer","1988-12-17","183 cm","79 kg","2024",6.7,37,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0
"4446",957,"D. Sow","1997-02-06","183 cm","76 kg","2020",6.5314284,2955,11,4,0,1506,25,152,68,309,154,34,18,42,48,7,0,0
"4447",2801,"J. Omlin","1994-01-10","190 cm","80 kg","2020",6.712903,2765,0,0,0,795,0,18,1,18,13,2,2,3,2,0,1,0
"4448",582,"H. Seferović","1992-02-22","186 cm","85 kg","2020",6.829297,4197,105,46,31,835,31,76,7,383,165,44,18,43,55,2,0,0
"4449",1816,"G. Fernandes","1986-09-02","179 cm","70 kg","2014",NA,3178,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"4450",1816,"G. Fernandes","1986-09-02","179 cm","70 kg","2018",6.7129625,3262,3,3,1,910,5,160,65,338,147,11,6,6,69,15,0,1
"4451",118117,"D. Gygax","1981-08-28","179 cm","75 kg","2008",NA,1221,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"4452",2806,"F. Schär","1991-12-20","186 cm","84 kg","2020",6.84530783333333,2568,27,11,2,1376,8,210,21,183,84,19,12,25,37,9,1,1
"4453",22140,"F. Moubandje","1990-06-21","180 cm","78 kg","2018",6.9113635,2501,9,4,0,745,17,155,22,217,120,34,18,19,23,3,0,0
"4454",1,"R. Bürki","1990-11-14","187 cm","85 kg","2014",NA,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"4455",123469,"Z. Amdouni","2000-12-04","185 cm","79 kg","2022",6.80622,3841,84,49,22,964,52,34,44,504,221,158,79,48,38,3,0,0
"4456",48413,"M. Bottani","1991-05-24","170 cm","64 kg","2022",6.72028966666667,1835,19,5,3,637,25,58,10,165,70,54,29,24,15,2,0,1
"4457",1631,"R. Rodríguez","1992-08-25","180 cm","78 kg","2022",6.95,3935,9,4,0,2055,39,141,78,249,147,18,10,13,33,3,0,0
"4458",307,"X. Shaqiri","1991-10-10","169 cm","72 kg","2022",7.00039666666667,3060,43,21,8,1244,88,63,17,264,115,51,26,58,30,6,0,0
"4459",2803,"N. Elvedi","1996-09-30","187 cm","81 kg","2020",7.10956585714286,5593,24,9,5,4016,8,407,107,416,261,23,17,37,40,6,0,1
"4460",945,"J. Lotomba","1998-09-29","177 cm","71 kg","2020",6.601839,2626,5,2,1,1323,14,97,41,270,139,68,40,37,29,7,0,1
"4461",48471,"R. Vargas","1998-08-05","179 cm","68 kg","2020",6.80808416666667,2704,50,23,9,868,44,122,29,330,153,110,60,50,35,2,1,0
"4462",2807,"R. Freuler","1992-04-15","181 cm","80 kg","2020",6.87767285714286,5345,31,14,6,3668,63,342,124,568,286,79,55,61,78,10,2,0
"4463",2807,"R. Freuler","1992-04-15","181 cm","80 kg","2022",6.72511875,3543,14,4,2,1361,15,111,73,271,138,22,10,21,41,4,0,0
"4464",25282,"G. Kobel","1997-12-06","195 cm","88 kg","2018",6.575,2230,0,0,0,698,0,248,2,8,8,2,2,2,0,0,0,0
"4465",945,"J. Lotomba","1998-09-29","177 cm","71 kg","2021",6.803831,2916,5,2,1,1011,19,84,42,203,111,53,27,28,16,6,0,0
"4466",48389,"N. Okafor","2000-05-24","185 cm","85 kg","2023",6.67907825,1378,31,21,11,216,15,17,7,129,49,48,21,13,15,2,0,0
"4467",940,"M. Wölfli","1982-08-22","186 cm","88 kg","2010-2011",NA,4606,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"4468",1142,"Y. Mvogo","1994-06-06","188 cm","88 kg","2020",6.585833,4050,0,0,0,890,1,34,0,14,11,1,1,0,1,0,0,0
"4469",104780,"P. Senderos","1985-02-14","190 cm","84 kg","2010",NA,846,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"4470",952,"C. Fassnacht","1993-11-11","185 cm","77 kg","2020",6.9849998,3496,43,22,16,742,25,82,35,257,120,55,35,13,26,2,0,0
"4471",1464,"G. Xhaka","1992-09-27","186 cm","80 kg","2022",6.88168683333333,5098,43,24,9,2632,65,224,65,375,205,37,24,57,46,10,0,0
"4472",307,"X. Shaqiri","1991-10-10","169 cm","72 kg","2018",7.26757233333333,3567,70,19,10,1102,68,432,20,207,98,47,26,38,19,4,0,0
"4473",91303,"Johan Danon Djourou-Gbadjere","1987-01-18","191 cm","87 kg","2018",6.78,1312,1,1,0,102,0,90,1,21,13,2,2,0,3,0,0,0
"4474",49854,"G. İnler","1984-06-27","183 cm","79 kg","2010",NA,4493,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,1
"4475",25643,"J. Drmić","1992-08-08","183 cm","81 kg","2018",6.93,485,9,4,4,74,2,100,0,32,12,3,2,1,4,0,0,0
"4476",946,"K. Mbabu","1995-04-19","184 cm","83 kg","2020",6.67277766666667,2591,15,5,0,1177,26,180,73,372,191,91,41,32,63,10,0,0
"4477",939,"D. von Ballmoos","1994-12-30","192 cm","90 kg","2020",6.687222,3840,0,0,0,658,0,58,1,11,9,2,2,2,0,2,0,0
"4478",307,"X. Shaqiri","1991-10-10","169 cm","72 kg","2020",7.14270825,2265,27,11,8,1030,63,187,16,159,63,38,21,19,29,2,0,0
"4479",1142,"Y. Mvogo","1994-06-06","188 cm","88 kg","2022",6.65238,1813,0,0,0,533,0,18,0,9,9,1,1,3,0,0,0,0
"4480",90,"D. Benaglio","1983-09-08","194 cm","89 kg","2014",NA,5656,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"4481",951,"M. Aebischer","1997-01-06","183 cm","76 kg","2020",6.72833333333333,2988,14,3,2,1034,32,215,43,215,102,25,17,34,38,14,0,0
"4482",30805,"V. Behrami","1985-04-19","183 cm","80 kg","2014",NA,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
"4483",939,"D. von Ballmoos","1994-12-30","192 cm","90 kg","2022",7.1891665,1894,0,0,0,556,1,43,0,3,3,0,0,1,0,0,0,0
"4484",307,"X. Shaqiri","1991-10-10","169 cm","72 kg","2020",7.14270825,2265,27,11,8,1030,63,187,16,159,63,38,21,19,29,2,0,0
"4485",91303,"Johan Danon Djourou-Gbadjere","1987-01-18","191 cm","87 kg","2014",NA,4156,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1
"4486",2,"M. Hitz","1987-09-18","194 cm","91 kg","2016",6.703125,3150,1,0,0,606,0,58,0,21,16,2,1,4,2,5,0,0
"4487",582,"H. Seferović","1992-02-22","186 cm","85 kg","2014",NA,3750,0,0,15,0,0,0,0,0,0,0,0,0,0,9,1,0
"4488",1142,"Y. Mvogo","1994-06-06","188 cm","88 kg","2023",7.010714,2700,0,0,0,871,0,44,0,9,7,0,0,2,0,1,0,0
"4489",48471,"R. Vargas","1998-08-05","179 cm","68 kg","2020",6.80808416666667,2704,50,23,9,868,44,122,29,330,153,110,60,50,35,2,1,0
"4490",582,"H. Seferović","1992-02-22","186 cm","85 kg","2018",6.9372222,5322,136,63,37,525,48,236,5,335,124,19,12,32,68,5,0,0
"4491",5,"M. Akanji","1995-07-19","186 cm","91 kg","2018",7.3686,4204,12,3,1,2922,10,433,40,285,183,20,14,31,18,3,0,0
"4492",2802,"Y. Sommer","1988-12-17","183 cm","79 kg","2017",6.873333,2897,0,0,0,840,0,145,0,12,11,0,0,3,0,1,0,0
"4493",2803,"N. Elvedi","1996-09-30","187 cm","81 kg","2020",7.10956585714286,5593,24,9,5,4016,8,407,107,416,261,23,17,37,40,6,0,1
"4494",951,"M. Aebischer","1997-01-06","183 cm","76 kg","2022",6.45833325,1777,13,2,1,693,16,40,13,145,52,14,4,24,23,4,0,0
"4495",48372,"E. Cömert","1998-02-04","183 cm","80 kg","2022",6.80454525,2121,12,6,1,1079,3,132,40,180,101,4,3,12,27,7,1,0
"4496",2802,"Y. Sommer","1988-12-17","183 cm","79 kg","2022",6.81904757142857,3883,0,0,0,1839,0,202,0,34,25,4,4,5,2,1,0,0
"4497",2803,"N. Elvedi","1996-09-30","187 cm","81 kg","2018",6.613333,3374,14,3,3,2006,3,186,19,237,148,11,9,15,17,1,0,0
"4498",1444,"S. Lichtsteiner","1984-01-16","182 cm","76 kg","2018",6.955714,3348,14,3,4,998,17,400,24,263,146,23,12,42,26,8,0,0
"4499",2809,"R. Steffen","1991-11-03","170 cm","72 kg","2022",6.72794866666667,2846,28,16,8,864,51,47,21,226,103,51,28,43,29,11,0,0
"4500",1464,"G. Xhaka","1992-09-27","186 cm","80 kg","2022",6.88168683333333,5098,43,24,9,2632,65,224,65,375,205,37,24,57,46,10,0,0
"4501",2807,"R. Freuler","1992-04-15","181 cm","80 kg","2020",6.87767285714286,5345,31,14,6,3668,63,342,124,568,286,79,55,61,78,10,2,0
"4502",25282,"G. Kobel","1997-12-06","195 cm","88 kg","2017-2018",6.9,990,0,0,0,72,0,138,0,2,2,0,0,1,0,0,0,0
"4503",2805,"M. Lang","1991-02-08","185 cm","79 kg","2014-2015",NA,4110,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0
"4504",1326,"M. Gavranović","1989-11-24","175 cm","76 kg","2018",6.82777766666667,2273,14,6,12,104,14,143,5,134,44,14,8,16,18,1,0,0
"4505",48382,"F. Frei","1989-01-08","183 cm","80 kg","2022",6.7525,3026,18,5,4,1435,54,92,36,136,67,8,5,7,15,5,0,1
"4506",1464,"G. Xhaka","1992-09-27","186 cm","80 kg","2023",7.42583325,4500,41,20,4,5144,72,336,63,342,187,38,23,63,48,9,0,0
"4507",2812,"A. Ajeti","1997-02-26","183 cm","78 kg","2020",6.553,1462,22,14,6,264,16,205,11,146,50,20,12,21,31,1,0,0
"4508",2803,"N. Elvedi","1996-09-30","187 cm","81 kg","2021",7.135714,2794,13,1,1,1923,6,106,44,247,160,7,6,22,22,3,1,0
"4509",48389,"N. Okafor","2000-05-24","185 cm","85 kg","2020",6.9715685,1295,28,15,7,417,25,47,24,158,65,60,26,11,28,5,0,0
"4510",2807,"R. Freuler","1992-04-15","181 cm","80 kg","2018",6.89196066666667,4681,32,8,2,2197,51,257,53,490,269,51,29,90,56,8,0,0
"4511",2806,"F. Schär","1991-12-20","186 cm","84 kg","2020",6.84530783333333,2568,27,11,2,1376,8,210,21,183,84,19,12,25,37,9,1,1
"4512",941,"L. Benito","1992-01-07","186 cm","85 kg","2024",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4513",2801,"J. Omlin","1994-01-10","190 cm","80 kg","2022",7.69968233333333,2639,0,0,0,1054,2,85,2,19,15,2,1,6,1,3,1,0
"4514",957,"D. Sow","1997-02-06","183 cm","76 kg","2022",6.7821128,4690,24,10,4,2399,34,171,69,349,190,25,15,79,60,12,0,0
"4515",5,"M. Akanji","1995-07-19","186 cm","91 kg","2020",6.97487514285714,5619,27,9,2,4250,11,443,81,367,218,23,16,42,54,9,0,0
"4516",941,"L. Benito","1992-01-07","186 cm","85 kg","2020",6.839247,2923,9,2,0,1605,17,67,46,221,117,5,4,17,39,7,1,0
"4517",951,"M. Aebischer","1997-01-06","183 cm","76 kg","2020",6.72833333333333,2988,14,3,2,1034,32,215,43,215,102,25,17,34,38,14,0,0
"4518",1464,"G. Xhaka","1992-09-27","186 cm","80 kg","2024",7.3,136,1,0,0,65,1,57,3,7,4,0,0,1,2,1,0,0
"4519",48486,"T. Barnetta","1985-05-22","178 cm","74 kg","2010",NA,3160,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0
"4520",48497,"C. Itten","1996-12-27","190 cm","84 kg","2020",7.041594,1300,37,14,10,269,22,102,10,195,63,28,15,14,33,2,0,0
"4521",1444,"S. Lichtsteiner","1984-01-16","182 cm","76 kg","2018",6.955714,3348,14,3,4,998,17,400,24,263,146,23,12,42,26,8,0,0
"4522",48413,"M. Bottani","1991-05-24","170 cm","64 kg","2022",6.72028966666667,1835,19,5,3,637,25,58,10,165,70,54,29,24,15,2,0,1
"4523",2809,"R. Steffen","1991-11-03","170 cm","72 kg","2022",6.72794866666667,2846,28,16,8,864,51,47,21,226,103,51,28,43,29,11,0,0
"4524",951,"M. Aebischer","1997-01-06","183 cm","76 kg","2024",6.7,104,0,0,0,15,1,14,0,0,0,0,0,0,0,0,0,0
"4525",48649,"A. Zeqiri","1999-06-22","185 cm","81 kg","2021",6.60189375,2089,27,11,12,210,11,22,15,189,68,26,12,22,24,4,0,0
"4526",2805,"M. Lang","1991-02-08","185 cm","79 kg","2018",6.4140625,1919,12,3,2,655,5,254,10,98,45,10,2,8,15,1,1,0
"4527",22140,"F. Moubandje","1990-06-21","180 cm","78 kg","2018",6.9113635,2501,9,4,0,745,17,155,22,217,120,34,18,19,23,3,0,0
"4528",957,"D. Sow","1997-02-06","183 cm","76 kg","2023",6.7060415,2247,13,6,1,880,18,74,34,176,91,9,6,32,33,5,0,0
"4529",949,"S. von Bergen","1983-06-10","182 cm","79 kg","2010",NA,3726,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
"4530",25282,"G. Kobel","1997-12-06","195 cm","88 kg","2020",7.0272725,3150,0,0,0,1054,1,50,2,16,14,1,1,5,0,0,0,0
"4531",2802,"Y. Sommer","1988-12-17","183 cm","79 kg","2018",6.33765725,5250,0,0,0,1371,1,250,2,24,20,3,3,3,1,1,0,0
"4532",2808,"A. Mehmedi","1991-03-16","183 cm","78 kg","2018",7.015384,1717,36,13,7,518,36,75,28,257,121,29,13,38,28,1,0,0
"4533",1464,"G. Xhaka","1992-09-27","186 cm","80 kg","2016",7.0700712,5110,44,14,5,3447,56,439,88,467,244,33,25,44,75,17,2,0
"4534",30478,"B. Džemaili","1986-04-12","180 cm","80 kg","2018",6.625,2076,50,10,2,642,20,94,36,305,164,50,30,60,31,4,0,0
"4535",48372,"E. Cömert","1998-02-04","183 cm","80 kg","2022",6.80454525,2121,12,6,1,1079,3,132,40,180,101,4,3,12,27,7,1,0
"4536",1464,"G. Xhaka","1992-09-27","186 cm","80 kg","2018",7.144068,5772,49,16,8,3438,75,502,69,480,262,24,15,80,80,19,0,1
"4537",115588,"B. Okoh","2003-05-16","188 cm","91 kg","2022",NA,454,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"4538",264705,"A. Jashari","2002-07-30","181 cm","81 kg","2022",7.00606,3256,25,6,1,1420,24,40,49,232,135,40,30,38,30,6,0,1
"4539",1142,"Y. Mvogo","1994-06-06","188 cm","88 kg","2018",6.5666665,1214,0,0,0,114,0,131,1,2,2,0,0,0,0,0,0,0
"4540",957,"D. Sow","1997-02-06","183 cm","76 kg","2020",6.5314284,2955,11,4,0,1506,25,152,68,309,154,34,18,42,48,7,0,0
"4541",2802,"Y. Sommer","1988-12-17","183 cm","79 kg","2020",7.116113,5833,0,0,0,2224,0,211,1,9,7,1,1,2,1,1,1,0
"4542",30405,"E. Fernandes","1996-04-15","190 cm","77 kg","2022",6.586111,2832,9,3,0,1208,21,73,39,225,111,23,17,15,31,4,0,0
"4543",1326,"M. Gavranović","1989-11-24","175 cm","76 kg","2018",6.82777766666667,2273,14,6,12,104,14,143,5,134,44,14,8,16,18,1,0,0
"4544",2807,"R. Freuler","1992-04-15","181 cm","80 kg","2018",6.89196066666667,4681,32,8,2,2197,51,257,53,490,269,51,29,90,56,8,0,0
"4545",1326,"M. Gavranović","1989-11-24","175 cm","76 kg","2022",6.747727,1226,18,6,4,257,13,9,11,111,46,17,8,21,22,2,0,0
"4546",2809,"R. Steffen","1991-11-03","170 cm","72 kg","2020",7.0838092,2788,36,17,6,938,38,159,40,246,114,41,26,32,50,7,0,0
"4547",1631,"R. Rodríguez","1992-08-25","180 cm","78 kg","2017",7.03746466666667,4322,38,11,4,2026,32,264,5,323,183,34,30,31,47,5,0,1
"4548",48481,"L. Stergiou","2002-03-03","181 cm","75 kg","2022",6.6984845,2958,5,1,0,1269,9,35,58,178,98,7,2,5,20,4,0,0
"4549",421,"B. Embolo","1997-02-14","187 cm","88 kg","2017",6.590476,946,19,11,3,166,5,138,2,235,84,69,22,32,43,4,0,0
"4550",1631,"R. Rodríguez","1992-08-25","180 cm","78 kg","2024",7.3,90,1,0,0,68,0,61,0,4,3,0,0,2,1,0,0,0
"4551",30405,"E. Fernandes","1996-04-15","190 cm","77 kg","2020",6.6538094,1409,19,7,0,520,18,137,16,73,32,15,9,6,10,1,0,0
